Id,Response
20534,7
20535,6
20536,5
20537,6
20538,6
20539,6
20540,4
20541,7
20542,6
20543,4
20544,5
20545,7
20546,4
20547,7
20548,7
20549,7
20550,3
20551,6
20552,5
20553,7
20554,7
20555,4
20556,5
20557,6
20558,5
20559,5
20560,8
20561,5
20562,5
20563,4
20564,7
20565,5
20566,4
20567,5
20568,5
20569,6
20570,6
20571,5
20572,8
20573,8
20574,7
20575,7
20576,7
20577,7
20578,3
20579,5
20580,6
20581,7
20582,4
20583,6
20584,8
20585,7
20586,7
20587,6
20588,3
20589,5
20590,5
20591,7
20592,6
20593,4
20594,5
20595,6
20596,7
20597,4
20598,7
20599,6
20600,7
20601,4
20602,5
20603,6
20604,7
20605,4
20606,7
20607,6
20608,7
20609,6
20610,6
20611,6
20612,4
20613,5
20614,5
20615,7
20616,6
20617,7
20618,7
20619,5
20620,6
20621,7
20622,5
20623,6
20624,7
20625,6
20626,5
20627,6
20628,7
20629,6
20630,6
20631,7
20632,7
20633,7
20634,6
20635,3
20636,5
20637,7
20638,4
20639,7
20640,7
20641,5
20642,6
20643,5
20644,6
20645,6
20646,7
20647,6
20648,5
20649,5
20650,5
20651,6
20652,5
20653,6
20654,5
20655,6
20656,7
20657,5
20658,6
20659,6
20660,6
20661,4
20662,6
20663,7
20664,8
20665,5
20666,6
20667,6
20668,6
20669,7
20670,8
20671,5
20672,7
20673,6
20674,3
20675,5
20676,8
20677,5
20678,7
20679,5
20680,6
20681,5
20682,3
20683,7
20684,7
20685,3
20686,5
20687,6
20688,6
20689,7
20690,7
20691,7
20692,7
20693,4
20694,3
20695,5
20696,5
20697,4
20698,7
20699,6
20700,6
20701,4
20702,7
20703,6
20704,7
20705,7
20706,4
20707,6
20708,6
20709,7
20710,4
20711,5
20712,6
20713,5
20714,8
20715,7
20716,6
20717,5
20718,4
20719,4
20720,5
20721,5
20722,7
20723,6
20724,7
20725,5
20726,6
20727,5
20728,5
20729,4
20730,6
20731,7
20732,6
20733,6
20734,4
20735,5
20736,7
20737,6
20738,4
20739,7
20740,5
20741,6
20742,6
20743,5
20744,5
20745,3
20746,5
20747,6
20748,4
20749,6
20750,7
20751,7
20752,5
20753,4
20754,6
20755,5
20756,8
20757,7
20758,5
20759,6
20760,6
20761,7
20762,7
20763,7
20764,5
20765,7
20766,6
20767,5
20768,6
20769,6
20770,5
20771,6
20772,5
20773,6
20774,6
20775,7
20776,6
20777,6
20778,8
20779,5
20780,7
20781,6
20782,7
20783,4
20784,4
20785,6
20786,7
20787,7
20788,6
20789,7
20790,6
20791,6
20792,5
20793,5
20794,6
20795,6
20796,7
20797,6
20798,6
20799,6
20800,6
20801,7
20802,7
20803,5
20804,7
20805,6
20806,6
20807,7
20808,4
20809,4
20810,7
20811,7
20812,6
20813,4
20814,8
20815,7
20816,7
20817,7
20818,4
20819,7
20820,6
20821,6
20822,6
20823,8
20824,4
20825,5
20826,5
20827,6
20828,7
20829,5
20830,7
20831,6
20832,6
20833,7
20834,4
20835,7
20836,4
20837,7
20838,6
20839,7
20840,4
20841,6
20842,6
20843,3
20844,4
20845,7
20846,7
20847,5
20848,7
20849,4
20850,4
20851,6
20852,6
20853,4
20854,4
20855,6
20856,7
20857,3
20858,6
20859,6
20860,7
20861,7
20862,8
20863,6
20864,7
20865,7
20866,5
20867,7
20868,5
20869,6
20870,6
20871,7
20872,7
20873,5
20874,6
20875,7
20876,6
20877,8
20878,6
20879,7
20880,7
20881,4
20882,4
20883,8
20884,5
20885,6
20886,6
20887,8
20888,7
20889,7
20890,4
20891,7
20892,7
20893,7
20894,7
20895,6
20896,7
20897,5
20898,7
20899,4
20900,4
20901,5
20902,5
20903,5
20904,7
20905,7
20906,5
20907,8
20908,6
20909,4
20910,7
20911,7
20912,7
20913,6
20914,4
20915,6
20916,4
20917,7
20918,7
20919,6
20920,7
20921,6
20922,6
20923,8
20924,7
20925,7
20926,3
20927,7
20928,5
20929,5
20930,6
20931,7
20932,6
20933,6
20934,7
20935,7
20936,6
20937,7
20938,7
20939,6
20940,7
20941,3
20942,5
20943,7
20944,7
20945,6
20946,6
20947,7
20948,6
20949,6
20950,7
20951,5
20952,6
20953,5
20954,5
20955,7
20956,7
20957,6
20958,6
20959,6
20960,6
20961,5
20962,6
20963,7
20964,6
20965,7
20966,4
20967,6
20968,4
20969,6
20970,8
20971,7
20972,7
20973,7
20974,4
20975,7
20976,6
20977,6
20978,7
20979,7
20980,7
20981,6
20982,7
20983,6
20984,6
20985,7
20986,6
20987,5
20988,5
20989,7
20990,7
20991,6
20992,7
20993,6
20994,7
20995,7
20996,5
20997,7
20998,7
20999,6
21000,4
21001,6
21002,7
21003,7
21004,5
21005,6
21006,7
21007,7
21008,7
21009,5
21010,6
21011,7
21012,7
21013,7
21014,5
21015,6
21016,6
21017,7
21018,6
21019,5
21020,6
21021,7
21022,6
21023,4
21024,6
21025,6
21026,7
21027,7
21028,7
21029,4
21030,6
21031,4
21032,7
21033,4
21034,5
21035,5
21036,7
21037,4
21038,7
21039,5
21040,6
21041,6
21042,6
21043,8
21044,8
21045,8
21046,5
21047,3
21048,8
21049,5
21050,5
21051,5
21052,7
21053,7
21054,6
21055,5
21056,5
21057,5
21058,4
21059,6
21060,5
21061,6
21062,5
21063,6
21064,6
21065,6
21066,6
21067,7
21068,6
21069,6
21070,6
21071,7
21072,4
21073,7
21074,6
21075,4
21076,6
21077,6
21078,6
21079,6
21080,3
21081,5
21082,6
21083,6
21084,6
21085,4
21086,6
21087,6
21088,5
21089,4
21090,5
21091,5
21092,3
21093,7
21094,8
21095,7
21096,6
21097,7
21098,5
21099,5
21100,6
21101,7
21102,8
21103,6
21104,6
21105,5
21106,7
21107,7
21108,5
21109,8
21110,7
21111,6
21112,7
21113,6
21114,4
21115,8
21116,6
21117,5
21118,6
21119,7
21120,7
21121,3
21122,5
21123,5
21124,7
21125,7
21126,3
21127,7
21128,6
21129,6
21130,5
21131,5
21132,5
21133,6
21134,4
21135,6
21136,6
21137,5
21138,7
21139,7
21140,4
21141,6
21142,8
21143,6
21144,5
21145,7
21146,7
21147,7
21148,6
21149,5
21150,6
21151,6
21152,6
21153,6
21154,6
21155,7
21156,6
21157,4
21158,4
21159,6
21160,6
21161,5
21162,5
21163,6
21164,5
21165,4
21166,4
21167,7
21168,6
21169,5
21170,7
21171,5
21172,5
21173,5
21174,6
21175,5
21176,7
21177,7
21178,4
21179,6
21180,7
21181,6
21182,6
21183,6
21184,6
21185,5
21186,8
21187,6
21188,6
21189,8
21190,6
21191,7
21192,5
21193,6
21194,7
21195,4
21196,5
21197,5
21198,4
21199,6
21200,6
21201,5
21202,7
21203,6
21204,6
21205,4
21206,6
21207,6
21208,8
21209,6
21210,6
21211,4
21212,7
21213,5
21214,7
21215,5
21216,6
21217,4
21218,7
21219,6
21220,6
21221,6
21222,6
21223,6
21224,6
21225,7
21226,5
21227,6
21228,6
21229,7
21230,7
21231,5
21232,5
21233,3
21234,7
21235,5
21236,5
21237,3
21238,7
21239,6
21240,6
21241,7
21242,5
21243,6
21244,6
21245,5
21246,6
21247,7
21248,5
21249,7
21250,7
21251,5
21252,5
21253,4
21254,7
21255,4
21256,5
21257,6
21258,6
21259,4
21260,6
21261,4
21262,4
21263,6
21264,5
21265,7
21266,4
21267,4
21268,5
21269,7
21270,7
21271,5
21272,5
21273,7
21274,5
21275,6
21276,6
21277,7
21278,5
21279,8
21280,7
21281,3
21282,6
21283,4
21284,7
21285,5
21286,7
21287,5
21288,6
21289,4
21290,7
21291,7
21292,6
21293,6
21294,5
21295,5
21296,5
21297,6
21298,6
21299,6
21300,7
21301,5
21302,6
21303,6
21304,6
21305,4
21306,5
21307,4
21308,6
21309,5
21310,6
21311,7
21312,6
21313,6
21314,6
21315,5
21316,5
21317,4
21318,6
21319,4
21320,6
21321,5
21322,6
21323,4
21324,6
21325,3
21326,6
21327,6
21328,6
21329,7
21330,6
21331,5
21332,4
21333,7
21334,6
21335,6
21336,5
21337,5
21338,6
21339,6
21340,6
21341,4
21342,7
21343,6
21344,6
21345,3
21346,8
21347,6
21348,7
21349,4
21350,6
21351,5
21352,7
21353,5
21354,6
21355,7
21356,6
21357,6
21358,5
21359,5
21360,5
21361,6
21362,8
21363,7
21364,4
21365,6
21366,6
21367,6
21368,5
21369,5
21370,5
21371,5
21372,5
21373,6
21374,7
21375,4
21376,6
21377,8
21378,7
21379,4
21380,6
21381,7
21382,5
21383,5
21384,6
21385,7
21386,6
21387,7
21388,4
21389,8
21390,6
21391,7
21392,6
21393,7
21394,6
21395,6
21396,5
21397,6
21398,5
21399,7
21400,6
21401,5
21402,5
21403,5
21404,6
21405,5
21406,5
21407,4
21408,6
21409,5
21410,6
21411,5
21412,4
21413,7
21414,5
21415,7
21416,7
21417,5
21418,6
21419,5
21420,6
21421,6
21422,7
21423,6
21424,6
21425,8
21426,7
21427,5
21428,5
21429,7
21430,7
21431,7
21432,6
21433,7
21434,7
21435,7
21436,5
21437,6
21438,7
21439,6
21440,6
21441,6
21442,6
21443,8
21444,6
21445,6
21446,5
21447,4
21448,6
21449,4
21450,6
21451,6
21452,4
21453,5
21454,7
21455,7
21456,6
21457,8
21458,4
21459,7
21460,6
21461,5
21462,7
21463,6
21464,5
21465,6
21466,6
21467,5
21468,5
21469,7
21470,7
21471,7
21472,5
21473,5
21474,6
21475,7
21476,4
21477,5
21478,7
21479,6
21480,6
21481,7
21482,5
21483,6
21484,6
21485,3
21486,5
21487,5
21488,7
21489,4
21490,7
21491,7
21492,5
21493,6
21494,7
21495,6
21496,7
21497,6
21498,7
21499,5
21500,5
21501,6
21502,4
21503,3
21504,7
21505,7
21506,7
21507,7
21508,5
21509,7
21510,6
21511,7
21512,6
21513,6
21514,7
21515,3
21516,5
21517,6
21518,6
21519,6
21520,6
21521,8
21522,7
21523,6
21524,6
21525,6
21526,6
21527,5
21528,7
21529,7
21530,7
21531,6
21532,5
21533,7
21534,5
21535,7
21536,6
21537,7
21538,5
21539,5
21540,4
21541,6
21542,7
21543,7
21544,6
21545,7
21546,7
21547,6
21548,6
21549,7
21550,5
21551,5
21552,6
21553,6
21554,5
21555,8
21556,5
21557,6
21558,4
21559,6
21560,4
21561,6
21562,5
21563,7
21564,6
21565,4
21566,5
21567,7
21568,7
21569,7
21570,6
21571,7
21572,5
21573,5
21574,7
21575,5
21576,7
21577,4
21578,6
21579,5
21580,8
21581,4
21582,6
21583,5
21584,4
21585,6
21586,7
21587,6
21588,3
21589,6
21590,6
21591,7
21592,7
21593,5
21594,6
21595,7
21596,6
21597,6
21598,7
21599,6
21600,5
21601,7
21602,6
21603,8
21604,5
21605,6
21606,5
21607,5
21608,6
21609,5
21610,6
21611,7
21612,6
21613,5
21614,7
21615,5
21616,7
21617,5
21618,7
21619,8
21620,7
21621,5
21622,7
21623,4
21624,4
21625,6
21626,6
21627,6
21628,7
21629,5
21630,7
21631,6
21632,5
21633,7
21634,8
21635,5
21636,7
21637,4
21638,7
21639,6
21640,7
21641,5
21642,5
21643,7
21644,5
21645,7
21646,6
21647,6
21648,6
21649,5
21650,5
21651,7
21652,7
21653,6
21654,4
21655,7
21656,6
21657,6
21658,7
21659,4
21660,6
21661,8
21662,8
21663,7
21664,7
21665,6
21666,4
21667,7
21668,6
21669,4
21670,4
21671,7
21672,7
21673,5
21674,6
21675,7
21676,7
21677,3
21678,5
21679,5
21680,5
21681,7
21682,6
21683,5
21684,6
21685,6
21686,7
21687,7
21688,6
21689,7
21690,5
21691,6
21692,6
21693,6
21694,7
21695,6
21696,6
21697,7
21698,7
21699,7
21700,7
21701,3
21702,6
21703,7
21704,7
21705,4
21706,8
21707,6
21708,7
21709,6
21710,4
21711,5
21712,4
21713,7
21714,6
21715,5
21716,3
21717,6
21718,7
21719,7
21720,7
21721,8
21722,6
21723,5
21724,7
21725,5
21726,5
21727,6
21728,4
21729,7
21730,7
21731,6
21732,7
21733,7
21734,6
21735,6
21736,7
21737,5
21738,5
21739,7
21740,7
21741,5
21742,5
21743,7
21744,6
21745,5
21746,5
21747,5
21748,6
21749,6
21750,5
21751,5
21752,4
21753,5
21754,6
21755,6
21756,7
21757,7
21758,4
21759,7
21760,5
21761,5
21762,7
21763,5
21764,6
21765,7
21766,7
21767,5
21768,8
21769,6
21770,6
21771,4
21772,3
21773,7
21774,6
21775,7
21776,6
21777,5
21778,7
21779,4
21780,5
21781,5
21782,5
21783,7
21784,6
21785,6
21786,5
21787,3
21788,7
21789,7
21790,6
21791,4
21792,6
21793,7
21794,7
21795,5
21796,4
21797,6
21798,6
21799,6
21800,7
21801,8
21802,7
21803,4
21804,5
21805,6
21806,7
21807,4
21808,7
21809,5
21810,6
21811,6
21812,5
21813,4
21814,6
21815,6
21816,7
21817,7
21818,7
21819,6
21820,7
21821,6
21822,5
21823,8
21824,6
21825,6
21826,7
21827,5
21828,3
21829,6
21830,7
21831,7
21832,5
21833,5
21834,6
21835,5
21836,7
21837,7
21838,7
21839,8
21840,6
21841,8
21842,6
21843,6
21844,6
21845,7
21846,8
21847,7
21848,7
21849,5
21850,8
21851,7
21852,8
21853,5
21854,5
21855,7
21856,5
21857,7
21858,5
21859,6
21860,6
21861,6
21862,4
21863,7
21864,5
21865,4
21866,6
21867,5
21868,8
21869,8
21870,7
21871,6
21872,6
21873,6
21874,6
21875,5
21876,6
21877,3
21878,5
21879,6
21880,5
21881,7
21882,7
21883,5
21884,7
21885,7
21886,4
21887,5
21888,4
21889,7
21890,7
21891,7
21892,7
21893,5
21894,3
21895,5
21896,5
21897,6
21898,6
21899,7
21900,3
21901,5
21902,5
21903,7
21904,7
21905,6
21906,5
21907,4
21908,7
21909,6
21910,7
21911,3
21912,5
21913,5
21914,5
21915,7
21916,6
21917,6
21918,7
21919,7
21920,7
21921,5
21922,6
21923,6
21924,4
21925,6
21926,5
21927,6
21928,7
21929,4
21930,5
21931,7
21932,7
21933,7
21934,7
21935,7
21936,4
21937,7
21938,6
21939,6
21940,4
21941,7
21942,5
21943,4
21944,4
21945,7
21946,7
21947,6
21948,6
21949,4
21950,5
21951,4
21952,5
21953,6
21954,6
21955,8
21956,6
21957,6
21958,7
21959,6
21960,6
21961,5
21962,6
21963,6
21964,5
21965,5
21966,5
21967,8
21968,7
21969,4
21970,4
21971,7
21972,6
21973,8
21974,6
21975,5
21976,5
21977,6
21978,7
21979,6
21980,5
21981,7
21982,6
21983,5
21984,7
21985,7
21986,7
21987,5
21988,6
21989,4
21990,7
21991,8
21992,6
21993,3
21994,7
21995,5
21996,7
21997,7
21998,5
21999,7
22000,4
22001,7
22002,5
22003,7
22004,5
22005,6
22006,4
22007,5
22008,6
22009,7
22010,5
22011,6
22012,5
22013,6
22014,7
22015,4
22016,6
22017,6
22018,6
22019,6
22020,7
22021,6
22022,7
22023,3
22024,7
22025,6
22026,7
22027,4
22028,5
22029,7
22030,4
22031,5
22032,5
22033,7
22034,5
22035,7
22036,5
22037,6
22038,6
22039,5
22040,6
22041,7
22042,6
22043,7
22044,7
22045,7
22046,7
22047,4
22048,4
22049,6
22050,7
22051,6
22052,4
22053,5
22054,7
22055,5
22056,4
22057,5
22058,6
22059,6
22060,5
22061,7
22062,7
22063,7
22064,4
22065,7
22066,8
22067,7
22068,7
22069,5
22070,7
22071,6
22072,7
22073,5
22074,4
22075,5
22076,7
22077,4
22078,6
22079,7
22080,5
22081,7
22082,6
22083,6
22084,5
22085,6
22086,4
22087,7
22088,7
22089,7
22090,5
22091,7
22092,7
22093,5
22094,7
22095,6
22096,7
22097,4
22098,6
22099,6
22100,6
22101,5
22102,7
22103,7
22104,7
22105,3
22106,7
22107,6
22108,6
22109,6
22110,5
22111,6
22112,5
22113,7
22114,5
22115,7
22116,6
22117,7
22118,7
22119,7
22120,5
22121,5
22122,5
22123,4
22124,5
22125,6
22126,6
22127,6
22128,6
22129,6
22130,5
22131,7
22132,5
22133,6
22134,5
22135,6
22136,4
22137,7
22138,5
22139,7
22140,6
22141,4
22142,7
22143,7
22144,7
22145,4
22146,6
22147,6
22148,6
22149,4
22150,5
22151,7
22152,7
22153,3
22154,6
22155,6
22156,7
22157,6
22158,6
22159,6
22160,5
22161,5
22162,5
22163,6
22164,6
22165,7
22166,6
22167,7
22168,7
22169,6
22170,5
22171,8
22172,6
22173,6
22174,7
22175,7
22176,8
22177,6
22178,6
22179,7
22180,4
22181,5
22182,6
22183,8
22184,6
22185,5
22186,7
22187,5
22188,4
22189,7
22190,7
22191,6
22192,6
22193,7
22194,6
22195,7
22196,6
22197,5
22198,6
22199,5
22200,6
22201,4
22202,5
22203,7
22204,6
22205,5
22206,6
22207,7
22208,6
22209,8
22210,6
22211,6
22212,7
22213,6
22214,6
22215,5
22216,6
22217,6
22218,4
22219,5
22220,6
22221,6
22222,7
22223,6
22224,7
22225,7
22226,6
22227,4
22228,6
22229,6
22230,8
22231,7
22232,8
22233,8
22234,5
22235,6
22236,6
22237,7
22238,5
22239,6
22240,5
22241,6
22242,8
22243,6
22244,7
22245,6
22246,5
22247,6
22248,4
22249,6
22250,6
22251,7
22252,8
22253,4
22254,7
22255,4
22256,5
22257,6
22258,7
22259,6
22260,7
22261,7
22262,3
22263,4
22264,7
22265,5
22266,7
22267,5
22268,5
22269,8
22270,6
22271,6
22272,7
22273,7
22274,3
22275,6
22276,7
22277,6
22278,5
22279,6
22280,5
22281,6
22282,7
22283,5
22284,4
22285,7
22286,7
22287,7
22288,6
22289,6
22290,6
22291,7
22292,5
22293,7
22294,7
22295,4
22296,7
22297,7
22298,5
22299,7
22300,7
22301,5
22302,7
22303,6
22304,4
22305,7
22306,6
22307,7
22308,7
22309,8
22310,7
22311,5
22312,6
22313,6
22314,6
22315,7
22316,7
22317,6
22318,3
22319,6
22320,6
22321,7
22322,6
22323,6
22324,4
22325,6
22326,5
22327,3
22328,6
22329,7
22330,5
22331,6
22332,6
22333,8
22334,6
22335,4
22336,4
22337,6
22338,8
22339,5
22340,7
22341,7
22342,4
22343,6
22344,6
22345,6
22346,5
22347,5
22348,7
22349,6
22350,8
22351,6
22352,3
22353,6
22354,7
22355,7
22356,5
22357,6
22358,7
22359,5
22360,6
22361,4
22362,7
22363,7
22364,7
22365,5
22366,6
22367,7
22368,7
22369,7
22370,5
22371,7
22372,7
22373,5
22374,7
22375,4
22376,5
22377,5
22378,5
22379,7
22380,6
22381,7
22382,7
22383,7
22384,4
22385,7
22386,5
22387,4
22388,4
22389,4
22390,7
22391,5
22392,7
22393,6
22394,8
22395,7
22396,6
22397,5
22398,7
22399,7
22400,5
22401,6
22402,6
22403,7
22404,6
22405,6
22406,6
22407,5
22408,4
22409,6
22410,6
22411,8
22412,6
22413,7
22414,6
22415,7
22416,7
22417,4
22418,7
22419,7
22420,7
22421,6
22422,6
22423,6
22424,4
22425,6
22426,7
22427,6
22428,7
22429,6
22430,6
22431,6
22432,7
22433,7
22434,4
22435,6
22436,7
22437,5
22438,6
22439,7
22440,7
22441,4
22442,8
22443,5
22444,6
22445,7
22446,7
22447,4
22448,6
22449,6
22450,5
22451,6
22452,6
22453,7
22454,7
22455,5
22456,7
22457,6
22458,7
22459,7
22460,7
22461,8
22462,5
22463,5
22464,7
22465,4
22466,6
22467,5
22468,7
22469,7
22470,5
22471,4
22472,7
22473,5
22474,7
22475,6
22476,7
22477,6
22478,6
22479,6
22480,7
22481,5
22482,7
22483,6
22484,4
22485,6
22486,6
22487,7
22488,7
22489,8
22490,6
22491,7
22492,6
22493,5
22494,6
22495,4
22496,7
22497,6
22498,7
22499,7
22500,5
22501,4
22502,7
22503,7
22504,7
22505,6
22506,5
22507,6
22508,6
22509,8
22510,7
22511,7
22512,5
22513,5
22514,5
22515,6
22516,4
22517,7
22518,3
22519,5
22520,7
22521,7
22522,6
22523,7
22524,5
22525,5
22526,6
22527,6
22528,6
22529,7
22530,6
22531,7
22532,7
22533,5
22534,5
22535,6
22536,5
22537,7
22538,7
22539,6
22540,5
22541,7
22542,6
22543,7
22544,7
22545,4
22546,4
22547,5
22548,5
22549,6
22550,6
22551,6
22552,7
22553,7
22554,5
22555,7
22556,4
22557,7
22558,4
22559,6
22560,5
22561,7
22562,6
22563,5
22564,6
22565,7
22566,6
22567,7
22568,7
22569,7
22570,6
22571,5
22572,5
22573,6
22574,6
22575,6
22576,7
22577,7
22578,5
22579,4
22580,6
22581,4
22582,7
22583,7
22584,5
22585,7
22586,6
22587,6
22588,6
22589,7
22590,5
22591,6
22592,7
22593,5
22594,7
22595,5
22596,6
22597,6
22598,6
22599,7
22600,7
22601,5
22602,7
22603,6
22604,7
22605,6
22606,7
22607,6
22608,4
22609,6
22610,5
22611,5
22612,6
22613,5
22614,6
22615,6
22616,6
22617,5
22618,4
22619,7
22620,6
22621,5
22622,6
22623,4
22624,4
22625,7
22626,6
22627,7
22628,6
22629,6
22630,4
22631,8
22632,6
22633,6
22634,7
22635,7
22636,6
22637,6
22638,7
22639,5
22640,7
22641,7
22642,7
22643,6
22644,8
22645,4
22646,7
22647,7
22648,6
22649,8
22650,7
22651,6
22652,7
22653,5
22654,7
22655,5
22656,6
22657,6
22658,4
22659,7
22660,6
22661,7
22662,7
22663,7
22664,6
22665,6
22666,5
22667,7
22668,6
22669,7
22670,6
22671,7
22672,6
22673,6
22674,6
22675,6
22676,7
22677,7
22678,5
22679,5
22680,4
22681,7
22682,7
22683,6
22684,6
22685,7
22686,7
22687,6
22688,5
22689,3
22690,6
22691,6
22692,7
22693,5
22694,7
22695,6
22696,6
22697,5
22698,6
22699,4
22700,5
22701,8
22702,5
22703,8
22704,7
22705,4
22706,6
22707,5
22708,4
22709,5
22710,6
22711,6
22712,8
22713,6
22714,8
22715,7
22716,7
22717,5
22718,7
22719,5
22720,6
22721,6
22722,7
22723,6
22724,7
22725,7
22726,7
22727,6
22728,6
22729,5
22730,7
22731,4
22732,6
22733,7
22734,7
22735,5
22736,6
22737,6
22738,7
22739,6
22740,8
22741,7
22742,7
22743,7
22744,6
22745,6
22746,7
22747,7
22748,7
22749,6
22750,5
22751,7
22752,7
22753,5
22754,7
22755,7
22756,6
22757,6
22758,6
22759,7
22760,7
22761,6
22762,7
22763,5
22764,5
22765,7
22766,6
22767,8
22768,7
22769,5
22770,7
22771,7
22772,6
22773,6
22774,6
22775,6
22776,7
22777,5
22778,5
22779,7
22780,7
22781,4
22782,7
22783,6
22784,7
22785,6
22786,6
22787,7
22788,6
22789,7
22790,5
22791,6
22792,4
22793,6
22794,6
22795,7
22796,6
